type,upvotes,comment_count,word_count
broadcast,2.5651819663226507,28.832337497736738,106.29476733659243
conversational,2.9830452879699587,42.59978283490929,159.4213907614351
hybrid,2.8899206230342966,44.208551744795564,218.16332185113075
neutral,2.2543345889880797,42.26311987202642,74.2889467980804
